13.4995	67.5379	0.9	4.5025	40.502
13.5337	67.4448	0.9022	4.4963	40.602
13.5672	67.3362	0.9045	4.4891	40.702
13.6016	67.332	0.9068	4.4888	40.802
13.6347	67.3154	0.909	4.4877	40.902
13.6667	67.3482	0.9111	4.4899	41.002
13.7003	67.3582	0.9134	4.4905	41.102
13.7331	67.2925	0.9155	4.4862	41.202
13.7678	67.2451	0.9179	4.483	41.302
13.8005	67.1716	0.92	4.4781	41.402
13.8339	67.3682	0.9223	4.4912	41.502
13.8664	67.3319	0.9244	4.4888	41.602
13.8998	67.354	0.9267	4.4903	41.702
13.9345	67.2725	0.929	4.4848	41.802
13.968	67.1923	0.9312	4.4795	41.902
14.0011	67.2719	0.9334	4.4848	42.002
14.0336	67.2578	0.9356	4.4839	42.102
14.0661	67.2116	0.9377	4.4808	42.202
14.1005	67.2698	0.94	4.4847	42.302
14.1336	67.0644	0.9422	4.471	42.402
14.1672	67.1651	0.9445	4.4777	42.502
14.2003	67.1836	0.9467	4.4789	42.602
14.2333	67.306	0.9489	4.4871	42.702
14.2681	67.3716	0.9512	4.4914	42.802
14.3012	67.1622	0.9534	4.4775	42.902
14.335	67.4262	0.9557	4.4951	43.002
14.3675	66.9579	0.9578	4.4639	43.102
14.4002	66.943	0.96	4.4629	43.202
14.4341	67.0896	0.9623	4.4726	43.302
14.4666	67.0656	0.9644	4.471	43.402
14.5006	67.1644	0.9667	4.4776	43.502
14.5334	66.9861	0.9689	4.4657	43.602
14.5678	67.2501	0.9712	4.4833	43.702
14.6019	67.2541	0.9735	4.4836	43.802
14.6337	67.1787	0.9756	4.4786	43.902
14.667	67.1582	0.9778	4.4772	44.002
14.7	67.0007	0.98	4.4667	44.102
14.7337	67.0676	0.9822	4.4712	44.202
14.7678	67.0336	0.9845	4.4689	44.302
14.8005	67.2061	0.9867	4.4804	44.402
14.8337	67.3299	0.9889	4.4887	44.502
14.8655	67.1542	0.991	4.4769	44.602
14.9005	67.2356	0.9934	4.4824	44.702
14.9347	67.2466	0.9956	4.4831	44.802
14.9678	67.2747	0.9979	4.485	44.902
15	67.1559	1	4.4771	45.002
15.0328	67.2435	1.0022	4.4829	45.102
15.0672	67.293	1.0045	4.4862	45.202
15.1012	67.2434	1.0067	4.4829	45.302
15.1345	67.1909	1.009	4.4794	45.402
15.1683	67.2455	1.0112	4.483	45.502
15.2006	67.2866	1.0134	4.4858	45.602
15.2344	67.2811	1.0156	4.4854	45.702
15.2677	67.1602	1.0178	4.4773	45.802
15.3008	67.1201	1.0201	4.4747	45.902
15.3333	66.9928	1.0222	4.4662	46.002
15.3669	67.272	1.0245	4.4848	46.102
15.4003	67.3245	1.0267	4.4883	46.202
15.4336	67.3715	1.0289	4.4914	46.302
15.467	67.2741	1.0311	4.4849	46.402
15.5008	67.246	1.0334	4.4831	46.502
15.5348	67.4132	1.0357	4.4942	46.602
15.568	67.4735	1.0379	4.4982	46.702
15.5998	67.3417	1.04	4.4894	46.802
15.6334	67.3836	1.0422	4.4922	46.902
15.6661	67.273	1.0444	4.4849	47.002
